statefip,Mean_Index,year_anes,state_anes,Join_year,Trump_2015,value,Explicit_value,hate_crimes_per_100000,Value,state
36,-0.5888859920888885,2020,new york,2020,1,0.13707176654193653,3.7084969485537913,0,-0.45181422554695194,New York
37,0.3084992918443922,1994,north carolina,1994,0,NA,NA,0.01512356405540185,0.323622855899794,North Carolina
37,-0.049836797831069396,2000,north carolina,2000,0,NA,NA,0.01242585646768935,-0.037410941363380044,North Carolina
37,-0.1861474133421417,2002,north carolina,2002,0,NA,NA,0,-0.1861474133421417,North Carolina
37,0.07842991945538756,2008,north carolina,2008,0,0.38644505882729685,3.93833617232691,0.01242585646768935,0.47730083475037377,North Carolina
37,0.09812183932608623,2012,north carolina,2012,0,0.32799395507602536,4.104159553886423,0.02091709321849012,0.44703288762060167,North Carolina
37,-0.053003931876461484,2016,north carolina,2016,1,0.2556665954404513,3.864483243850442,0.03137563982773519,0.234038303391725,North Carolina
37,-0.4113933618327541,2020,north carolina,2020,1,0.291467845635595,3.8934474222525273,0,-0.11992551619715908,North Carolina
38,0.2290851246674514,2000,north dakota,2000,0,NA,NA,0,0.2290851246674514,North Dakota
38,0.19135578853741061,2002,north dakota,2002,0,NA,NA,0,0.19135578853741061,North Dakota
38,0.24537521024220849,2008,north dakota,2008,0,0.5556024365939687,4.471861471861471,0,0.8009776468361771,North Dakota
38,0.5844711295052555,2012,north dakota,2012,0,0.36812340360254847,4.335135135135135,0.2965163773408115,1.2491109104486156,North Dakota
38,0.17066550743383974,2016,north dakota,2016,1,0.35669063849097915,3.9578544061302683,0,0.5273561459248188,North Dakota
38,0.17709166532953705,2020,north dakota,2020,1,0.30576638227884373,4.072608322608323,0,0.4828580476083808,North Dakota
39,0.3506446378920076,1994,ohio,1994,0,NA,NA,0.1292432879344744,0.479887925826482,Ohio
39,0.6136526340439443,1998,ohio,1998,0,NA,NA,0.04615831711945513,0.6598109511633995,Ohio
39,0.1938733005814389,2000,ohio,2000,0,NA,NA,0.16734881861863063,0.3612221192000695,Ohio
39,0.2554424129115222,2002,ohio,2002,0,NA,NA,0.03523133023550118,0.2906737431470234,Ohio
39,-0.019806786254914836,2004,ohio,2004,0,0.3382036386939472,NA,0.07046266047100236,0.38885951291003473,Ohio
39,0.37135407487165856,2008,ohio,2008,0,0.4435404225870867,4.118594613875512,0.04403916279437648,0.8589336602531217,Ohio
39,0.43036838642372766,2012,ohio,2012,0,0.4431772411751703,4.201952189832419,0.1213573086832368,0.9949029362821348,Ohio
39,-0.028198595983559938,2016,ohio,2016,1,0.32029502819153144,3.993412958960347,0.03467351676663908,0.3267699489746106,Ohio
39,-0.38506896682726194,2020,ohio,2020,1,0.3142524588435792,3.950503461321018,0,-0.07081650798368272,Ohio
40,0.4706137296676644,2000,oklahoma,2000,0,NA,NA,0.08695505988594975,0.5575687895536141,Oklahoma
40,0.20212222440578445,2002,oklahoma,2002,0,NA,NA,0.08695505988594976,0.2890772842917342,Oklahoma
40,-0.07416948562508117,2008,oklahoma,2008,0,0.42885698321078447,4.200460829493087,0.02898501996198325,0.38367251754768655,Oklahoma
40,0.3927817604574672,2012,oklahoma,2012,0,0.3907445202614247,4.117588932806324,0.05316742261880393,0.8366937033376958,Oklahoma
40,-0.27212863682546656,2016,oklahoma,2016,1,0.2912998993072784,4.056757434012696,0,0.019171262481811835,Oklahoma
40,-0.24156761019139097,2020,oklahoma,2020,1,0.27243807219728855,3.9129078849981678,0,0.030870462005897575,Oklahoma
41,-0.07183675785360015,1994,oregon,1994,0,NA,NA,0.9531141947297022,0.881277436876102,Oregon
41,0.02324725457089802,1998,oregon,1998,0,NA,NA,0.38830578303802676,0.4115530376089248,Oregon
41,0.08912145837859013,2000,oregon,2000,0,NA,NA,0.4963607994095059,0.585482257788096,Oregon
41,0.2859938897312282,2002,oregon,2002,0,NA,NA,0.23358155266329686,0.519575442394525,Oregon
41,-0.263268668652362,2004,oregon,2004,0,0.2731713053465539,NA,0.14598847041456053,0.15589110710875248,Oregon
41,0.012986633141267627,2008,oregon,2008,0,0.3593786295974933,3.9233949054074184,0.08759308224873633,0.4599583449874972,Oregon
41,0.3336318980084355,2012,oregon,2012,0,0.3199420653340779,3.966521631431003,0,0.6535739633425134,Oregon
41,-0.5046453520081082,2016,oregon,2016,1,0.23460126304005924,3.926479468599034,0.10419496753936028,-0.16584912142868868,Oregon
41,-0.7971085607838765,2020,oregon,2020,1,0.21579126566848716,3.7850621258614616,0,-0.5813172951153893,Oregon
42,0.5279239359009262,1994,pennsylvania,1994,0,NA,NA,0.2783999595054605,0.8063238954063867,Pennsylvania
42,0.48524369140992984,1998,pennsylvania,1998,0,NA,NA,0.16872724818512752,0.6539709395950574,Pennsylvania
42,0.12947218758962648,2000,pennsylvania,2000,0,NA,NA,0.13033960636135483,0.2598117939509813,Pennsylvania
42,0.24815263862564407,2002,pennsylvania,2002,0,NA,NA,0.04887735238550804,0.29702999101115213,Pennsylvania
42,0.03602654584075038,2004,pennsylvania,2004,0,0.3266432883027258,NA,0.02443867619275402,0.3871085103362302,Pennsylvania
42,-0.11372443479367234,2008,pennsylvania,2008,0,0.3714776725091593,4.0885620194321035,0.032584901590338694,0.29033813930582564,Pennsylvania
42,0.23183716820317654,2012,pennsylvania,2012,0,0.3245732953146655,4.047993968544816,0.03934024829991116,0.5957507118177532,Pennsylvania
42,0.03485668461202425,2016,pennsylvania,2016,1,0.2509586197008901,3.9628910789309018,0.03934024829991117,0.3251555526128255,Pennsylvania
42,-0.3961542867609768,2020,pennsylvania,2020,1,0.26941773101144606,3.9216482274565783,0,-0.12673655574953074,Pennsylvania
44,0.15606060312543657,2000,rhode island,2000,0,NA,NA,0.5722662602304516,0.7283268633558881,Rhode Island
44,0.78772271446386255,2002,rhode island,2002,0,NA,NA,0.476888550192043,1.2646112646559056,Rhode Island
44,-0.2313344836549502,2008,rhode island,2008,0,0.25635378632762745,3.919005102040816,0,0.02501930267267724,Rhode Island
44,0.3628112797412655,2012,rhode island,2012,0,0.2855278489316249,3.9972413793103447,0,0.6483391286728903,Rhode Island
44,-0.24557426535564308,2016,rhode island,2016,1,0.2401780174693262,4.005230530802015,0,-0.005396247886316874,Rhode Island
44,-0.5295400752610677,2020,rhode island,2020,1,0.2259409690472075,3.859638972460079,0,-0.3035991062138602,Rhode Island
45,-0.05697439529617101,2000,south carolina,2000,0,NA,NA,0,-0.05697439529617101,South Carolina
45,6.806489554836734e-4,2002,south carolina,2002,0,NA,NA,0.07474504465268968,0.07542569360817335,South Carolina
45,0.11228998713352648,2008,south carolina,2008,0,0.45647327214185407,4.351074743527112,0.04983002976845978,0.6185932890438404,South Carolina
45,0.06554723783730944,2012,south carolina,2012,0,0.4685774544227001,4.2601284584980235,0.04313773533791514,0.5772624275979247,South Carolina
45,-0.052262129162476786,2016,south carolina,2016,1,0.3949945786839537,4.152762196158423,0.02156886766895757,0.3643013171904345,South Carolina
45,-0.38265632675032185,2020,south carolina,2020,1,0.3418651673134289,3.944090920553795,0,-0.04079115943689293,South Carolina
46,-0.7184080423401872,1994,south dakota,1994,0,NA,NA,0,-0.7184080423401872,South Dakota
46,-0.5729675369356748,2000,south dakota,2000,0,NA,NA,0,-0.5729675369356748,South Dakota
46,0.2948071940552644,2002,south dakota,2002,0,NA,NA,0,0.2948071940552644,South Dakota
46,0.5271579444162198,2012,south dakota,2012,0,0.4864248759437142,4.643962848297214,0,1.013582820359934,South Dakota
46,0.26632763065387877,2016,south dakota,2016,1,0.31977263259790795,4.314285714285715,0,0.5861002632517867,South Dakota
46,-0.350132103018073,2020,south dakota,2020,1,0.3104788655926953,3.916114333057166,0,-0.03965323742537774,South Dakota
47,0.5869052802233227,1994,tennessee,1994,0,NA,NA,0,0.5869052802233227,Tennessee
47,0.48213096670651917,1998,tennessee,1998,0,NA,NA,0.08228019822122554,0.5644111649277447,Tennessee
47,0.16823135671577258,2000,tennessee,2000,0,NA,NA,0.17579836630578188,0.34402972302155443,Tennessee
47,0.030701841144978582,2002,tennessee,2002,0,NA,NA,0.12305885641404735,0.15376069755902594,Tennessee
47,0.358620667993684,2004,tennessee,2004,0,0.4263010723831131,NA,0.14063869304462553,0.9255604334214226,Tennessee
47,0.4050552541755137,2008,tennessee,2008,0,0.4239208499575464,4.022320399538994,0.07031934652231275,0.8992954506553729,Tennessee
47,0.41008161734658743,2012,tennessee,2012,0,0.3449637808672203,4.1073038284007595,0.0629237818388437,0.8179691800526514,Tennessee
47,0.21525914858882994,2016,tennessee,2016,1,0.30418668092135936,4.002698590647021,0.01573094545971092,0.5351767749699002,Tennessee
47,-0.38632254367799285,2020,tennessee,2020,1,0.3160210857399679,3.886648559260183,0,-0.07030145793802495,Tennessee
48,0.28600053960873634,1994,texas,1994,0,NA,NA,0.15337982472461537,0.4393803643333517,Texas
48,0.6411594141858756,1998,texas,1998,0,NA,NA,0.07079068833443786,0.7119501025203134,Texas
48,-0.15268121067144905,2000,texas,2000,0,NA,NA,0.06715217368468437,-0.08552903698676467,Texas
48,-0.1400505423345698,2002,texas,2002,0,NA,NA,0.08633850902316562,-0.05371203331140417,Texas
48,0.03946043703230951,2004,texas,2004,0,0.28004677020183166,NA,0.04796583834620312,0.3674730455803443,Texas
48,0.17225604153317955,2008,texas,2008,0,0.37017596227287,4.062629110797813,0.02877950300772187,0.5712115068137714,Texas
48,0.26767199646330675,2012,texas,2012,0,0.30203724000466714,3.9533900897226752,0.04355208595883124,0.6132613224268051,Texas
48,0.001998838984669972,2016,texas,2016,1,0.2356970249027967,3.8709550886876016,0.023755683250271577,0.26145154713773827,Texas
48,-0.31240877006744766,2020,texas,2020,1,0.2303287492792559,3.730116029346275,0,-0.08208002078819177,Texas
49,-0.4902064125213918,1994,utah,1994,0,NA,NA,0.4065446722901474,-0.0836617402312444,Utah
49,0.5024706771903683,1998,utah,1998,0,NA,NA,0.17423343098149177,0.6767041081718601,Utah
49,-0.05664672116104651,2000,utah,2000,0,NA,NA,0.17930505841982936,0.12265833725878285,Utah
49,0.7253476023133918,2002,utah,2002,0,NA,NA,0.04482626460495734,0.7701738669183491,Utah
49,-0.3761055976119941,2004,utah,2004,0,0.33771416280757915,NA,0.08965252920991468,0.05126109440549975,Utah
49,0.4168189987983804,2012,utah,2012,0,0.3493925388822713,4.141727493917275,0.10805090926640996,0.8742624469470617,Utah
49,-0.22647554433696238,2016,utah,2016,1,0.24129603118231363,3.99049380143765,0.03601696975546999,0.05083745660082123,Utah
49,-0.5269369531122257,2020,utah,2020,1,0.24056742236640455,3.952967912662208,0,-0.2863695307458211,Utah
50,1.6457608425825332,2000,vermont,2000,0,NA,NA,0,1.6457608425825332,Vermont
50,0.8790033663913808,2002,vermont,2002,0,NA,NA,0.16436906114035968,1.0433724275317404,Vermont
50,0.33340586972747216,2012,vermont,2012,0,0.3312294702742158,4.225274725274725,0,0.664635340001688,Vermont
50,-0.7632369847312572,2016,vermont,2016,1,0.19919115810197954,4.095691955775829,0,-0.5640458266292777,Vermont
50,-1.0205104879595013,2020,vermont,2020,1,0.29808701350414313,3.9516339869281047,0,-0.72242347445535815,Vermont
51,0.2038227330337058,1994,virginia,1994,0,NA,NA,0.04853414741276593,0.25235688044647175,Virginia
51,0.25198206576777465,1998,virginia,1998,0,NA,NA,0.2103146387886524,0.462296704556427,Virginia
51,-0.09703757373556736,2000,virginia,2000,0,NA,NA,0.21184681272233324,0.11480923898676589,Virginia
51,-0.11711281830497249,2002,virginia,2002,0,NA,NA,0.22596993357048878,0.1088571152655163,Virginia
51,-0.06863023238845403,2004,virginia,2004,0,0.2518408850811878,NA,0.38132426290019983,0.5645349155929336,Virginia
51,0.19350356858276396,2008,virginia,2008,0,0.3386321785759714,4.011434056173613,0.07061560424077773,0.6027513513995131,Virginia
51,0.20036912941353216,2012,virginia,2012,0,0.3492744061414329,3.9574868110899093,0.13707819326455084,0.6867217288195159,Virginia
51,0.03544423823362665,2016,virginia,2016,1,0.23263862315680445,3.8683155721966207,0.0747699235988459,0.342852784989277,Virginia
51,-0.5675021796630335,2020,virginia,2020,1,0.23404050377575647,3.7805428154942846,0,-0.33346167588727704,Virginia
53,0.4633503977928605,1994,washington,1994,0,NA,NA,0.8261110574138923,1.289461455206753,Washington
53,0.4352779750770563,1998,washington,1998,0,NA,NA,0.3510971994009043,0.7863751744779606,Washington
53,0.06867956000135275,2000,washington,2000,0,NA,NA,0.5598173299088346,0.6284968899101874,Washington
53,0.13253047951745436,2002,washington,2002,0,NA,NA,0.2544624226858339,0.3869929022032883,Washington
53,0.22397340815951042,2004,washington,2004,0,0.296792769890415,NA,0.3732115532725564,0.8939777313224817,Washington
53,-0.13952996015984795,2008,washington,2008,0,0.31064636356470887,3.878193885902445,0.23749826117344497,0.40861466457830586,Washington
53,0.14162496095305852,2012,washington,2012,0,0.2791387939925417,3.870345258082569,0.29653809565607275,0.717301850601673,Washington
53,-0.4007705906117771,2016,washington,2016,1,0.20637248763037025,3.7869368091352165,0.29653809565607275,0.10213999267466589,Washington
53,-0.6822857183346955,2020,washington,2020,1,0.18659852879868583,3.714148478191021,0,-0.4956871895360097,Washington
54,0.9043591030379136,1994,west virginia,1994,0,NA,NA,0,0.9043591030379136,West Virginia
54,1.1023366947740418,2000,west virginia,2000,0,NA,NA,0.05527812080922746,1.1576148155832693,West Virginia
54,0.6477590481750014,2002,west virginia,2002,0,NA,NA,0,0.6477590481750014,West Virginia
54,0.4061202485139028,2012,west virginia,2012,0,0.5080899239809055,4.193530701754386,0.05393821808623966,0.968148390581048,West Virginia
54,0.01694888958789916,2016,west virginia,2016,1,0.3988192528881135,4.097222222222222,0.05393821808623966,0.4697063605622523,West Virginia
54,-0.16391957308593594,2020,west virginia,2020,1,0.4140013619569379,4.041954022988506,0,0.25008178887100196,West Virginia
55,0.5515836366513699,1994,wisconsin,1994,0,NA,NA,0.10242877052083596,0.6540124071722059,Wisconsin
55,0.40755384544705614,1998,wisconsin,1998,0,NA,NA,0.18437178693750472,0.5919256323845609,Wisconsin
55,0.11679669371661457,2000,wisconsin,2000,0,NA,NA,0.24266489359517748,0.35946158731179206,Wisconsin
55,0.10768185760385227,2002,wisconsin,2002,0,NA,NA,0.11199918165931269,0.21968103926316496,Wisconsin
55,0.31689009023311404,2004,wisconsin,2004,0,0.3744885461979323,NA,0.07466612110620846,0.7660447575372549,Wisconsin
55,-0.04873998683557661,2008,wisconsin,2008,0,0.4401064638186929,4.231985188767104,0.16799877248896902,0.5593652494720853,Wisconsin
55,0.24997661581021724,2012,wisconsin,2012,0,0.37791792652374234,4.070749388062511,0.10542875502521769,0.7333232973591772,Wisconsin
55,-0.09207220409361457,2016,wisconsin,2016,1,0.34506740220118437,3.98007146337502,0.01757145917086961,0.2705666572784394,Wisconsin
55,-0.3403933412538149,2020,wisconsin,2020,1,0.3180369152264467,3.9406533492015097,0,-0.022356426027368148,Wisconsin
56,0.37695978079003084,1994,wyoming,1994,0,NA,NA,0.220658489063062,0.5976182698530929,Wyoming
56,0.28933035493961345,2000,wyoming,2000,0,NA,NA,0.8099641793341689,1.0992945342737823,Wyoming
56,-0.2833036014856839,2002,wyoming,2002,0,NA,NA,0,-0.2833036014856839,Wyoming
56,0.815106910042118,2012,wyoming,2012,0,0.3043173893309521,4.289473684210526,0,1.11942429937307,Wyoming
56,-0.7655088587347866,2016,wyoming,2016,1,0.25893998607648216,4.0131578947368425,0,-0.5065688726583044,Wyoming
56,-0.29532222065614055,2020,wyoming,2020,1,0.3163878407005092,3.9990430622009567,0,0.021065620044368627,Wyoming
1,NA,NA,NA,2006,NA,0.4686517836689176,3.975721784776903,0.02248938107649021,0.4911411647454078,Alabama
1,NA,NA,NA,2010,NA,0.3851972738852768,4.118297101449276,0.02089734014475169,0.4060946140300285,Alabama
1,NA,NA,NA,2014,NA,0.3667032888363189,4.055050505050505,0.02089734014475169,0.3876006289810706,Alabama
1,NA,NA,NA,2018,NA,0.3011766104359546,3.8806409803228465,0,0.3011766104359546,Alabama
2,NA,NA,NA,2004,NA,-0.0021812767786854315,NA,0.15969670401972574,0.1575154272410403,Alaska
2,NA,NA,NA,2006,NA,0.3821024378177389,3.7989130434782608,0,0.3821024378177389,Alaska
2,NA,NA,NA,2008,NA,0.3689695643645873,4.178737541528239,0.15969670401972574,0.5286662683843131,Alaska
2,NA,NA,NA,2010,NA,0.421275199780927,3.838709677419355,0,0.421275199780927,Alaska
2,NA,NA,NA,2014,NA,0.341412862494334,3.9038461538461537,0,0.341412862494334,Alaska
2,NA,NA,NA,2018,NA,0.1913520606240425,3.6423583131882893,0,0.1913520606240425,Alaska
4,NA,NA,NA,2004,NA,0.283782204271562,NA,0.1558326910104601,0.4396148952820221,Arizona
4,NA,NA,NA,2006,NA,0.4056318747918949,4.092486338797814,0.13635360463415258,0.5419854794260475,Arizona
4,NA,NA,NA,2010,NA,0.3324139429644062,3.9772180930654697,0.20268994503516435,0.5351038879995705,Arizona
4,NA,NA,NA,2014,NA,0.2714613041345687,3.8260846296560582,0.1403238081012676,0.4117851122358363,Arizona
4,NA,NA,NA,2018,NA,0.2222770921312599,3.7425342465753424,0.03118306846694836,0.25346016059820825,Arizona
5,NA,NA,NA,2006,NA,0.4703868972054429,4.292391304347826,0.22452686576212272,0.6949137629675657,Arkansas
5,NA,NA,NA,2008,NA,0.43469074210876546,3.921573478476002,0.03742114429368713,0.4721118864024526,Arkansas
5,NA,NA,NA,2010,NA,0.40793165385772934,4.035189718482252,0.171138750399609,0.5790704042573384,Arkansas
5,NA,NA,NA,2014,NA,0.4117557244397992,4.09067680418796,0,0.4117557244397992,Arkansas
5,NA,NA,NA,2018,NA,0.2783228512764863,3.811,0.03422775007992179,0.3125506013564081,Arkansas
6,NA,NA,NA,2006,NA,0.2633839565393835,3.8158357762559785,0.31282592181830954,0.576209878357693,California
6,NA,NA,NA,2010,NA,0.2432144047906387,3.7963410085141094,0.16600015373756172,0.40921455852820043,California
6,NA,NA,NA,2014,NA,0.18455420425658206,3.771921007411967,0.10174202971011848,0.28629623396670056,California
6,NA,NA,NA,2018,NA,0.08304640566350521,3.506219237428901,0.20616148125471379,0.28920788691821897,California
8,NA,NA,NA,2006,NA,0.38429375979400815,4.072359058565955,0.16275920566067217,0.5470529654546803,Colorado
8,NA,NA,NA,2010,NA,0.3534578851862964,4.119194011529778,0.11883374189033982,0.4722916270766362,Colorado
8,NA,NA,NA,2014,NA,0.30796792487188285,3.9837525265697336,0.09902811824194986,0.4069960431138327,Colorado
8,NA,NA,NA,2018,NA,0.22251867519556626,3.8425186400120435,0.1386393655387298,0.361158040734296,Colorado
9,NA,NA,NA,2006,NA,0.3720479043019603,4.071428571428571,0.17605282523705515,0.5481007295390155,Connecticut
9,NA,NA,NA,2010,NA,0.37015045815473807,4.107573675370285,0.13977908753889004,0.5099295456936281,Connecticut
9,NA,NA,NA,2014,NA,0.3020140978376983,4.121148616221404,0.2795581750777801,0.5815722729154784,Connecticut
9,NA,NA,NA,2018,NA,0.21587418078681847,3.952513966480447,0.11182327003111202,0.3276974508179305,Connecticut
10,NA,NA,NA,2004,NA,0.4578415011481527,NA,0.25535739821454106,0.7131988993626938,Delaware
10,NA,NA,NA,2006,NA,0.4790643442688252,4.277027027027027,0,0.4790643442688252,Delaware
10,NA,NA,NA,2010,NA,0.45347126604972987,3.8824476650563606,0.33341891085378583,0.7868901769035157,Delaware
10,NA,NA,NA,2014,NA,0.273269085822295,4.217006802721088,0,0.273269085822295,Delaware
10,NA,NA,NA,2018,NA,0.2741786505850081,4.016503267973857,0,0.2741786505850081,Delaware
11,NA,NA,NA,2006,NA,0.2576164024759125,3.8,0,0.2576164024759125,District of Columbia
11,NA,NA,NA,2010,NA,0.23510710938412455,4.130107088813875,0.3308776695623977,0.5659847789465222,District of Columbia
11,NA,NA,NA,2014,NA,0.23221701273637502,3.904265873015873,0.16543883478119886,0.3976558475175739,District of Columbia
11,NA,NA,NA,2018,NA,0.12395242639710666,3.8325342465753423,0.4963165043435966,0.6202689307407032,District of Columbia
12,NA,NA,NA,2006,NA,0.41574060901454774,4.08796544933763,0.03753075175972312,0.4532713607742709,Florida
12,NA,NA,NA,2010,NA,0.3780822993388976,4.006649831649832,0.02653459373361156,0.40461689307250914,Florida
12,NA,NA,NA,2014,NA,0.30297761867598283,3.9666121499266556,0.00530691874672231,0.3082845374227051,Florida
12,NA,NA,NA,2018,NA,0.2658752364794886,3.829509161340939,0.03184151248033387,0.2977167489598225,Florida
13,NA,NA,NA,2006,NA,0.41524284873156214,3.9587199139437943,0,0.41524284873156214,Georgia
13,NA,NA,NA,2010,NA,0.39652242519682857,3.9815749558644353,0.01029591807002604,0.4068183432668546,Georgia
13,NA,NA,NA,2014,NA,0.3197653547529157,3.857585335018963,0.03088775421007811,0.3506531089629938,Georgia
13,NA,NA,NA,2018,NA,0.2905917714522343,3.8368460812086873,0.03088775421007811,0.3214795256623124,Georgia
15,NA,NA,NA,2004,NA,0.18438578988623194,NA,0,0.18438578988623194,Hawaii
15,NA,NA,NA,2006,NA,0.1889313606488824,3.6735042735042738,0,0.1889313606488824,Hawaii
15,NA,NA,NA,2008,NA,0.13550023744487097,3.35688164893617,0,0.13550023744487097,Hawaii
15,NA,NA,NA,2010,NA,0.2015598660053485,3.338345864661654,0,0.2015598660053485,Hawaii
15,NA,NA,NA,2014,NA,0.11326226188858698,3.2043442813883063,0,0.11326226188858698,Hawaii
15,NA,NA,NA,2018,NA,-0.005717701517922769,2.9951694291306765,0.5866732765189154,0.5809555750009927,Hawaii
16,NA,NA,NA,2004,NA,0.5582100081599708,NA,0.1545575943419556,0.7127676025019264,Idaho
16,NA,NA,NA,2006,NA,0.39950114230151784,4.371621621621621,0,0.39950114230151784,Idaho
16,NA,NA,NA,2008,NA,0.4323737569267638,4.163157894736842,0,0.4323737569267638,Idaho
16,NA,NA,NA,2010,NA,0.3804722652432332,4.02766106442577,0.12727099175920328,0.5077432570024365,Idaho
16,NA,NA,NA,2014,NA,0.4399589517739626,4.363297431648716,0,0.4399589517739626,Idaho
16,NA,NA,NA,2018,NA,0.3000859645668032,4.071509009009009,0.12727099175920328,0.42735695632600645,Idaho
17,NA,NA,NA,2006,NA,0.37391257532449773,3.949489599383667,0.04026675922652387,0.4141793345510216,Illinois
17,NA,NA,NA,2010,NA,0.37356443670039896,4.071743169609334,0.02335872634520179,0.39692316304560077,Illinois
17,NA,NA,NA,2014,NA,0.2711559650164993,3.985314435019149,0.01557248423013452,0.2867284492466338,Illinois
17,NA,NA,NA,2018,NA,0.20934701846355797,3.768969916733817,0.02335872634520179,0.23270574480875975,Illinois
18,NA,NA,NA,2006,NA,0.4084616363905599,3.9351917613636367,0.04932976470853261,0.4577914010990925,Indiana
18,NA,NA,NA,2010,NA,0.4436125056290867,4.2355978549431885,0.06162738511461384,0.5052398907437006,Indiana
18,NA,NA,NA,2014,NA,0.38356719121666105,4.1483388704318935,0,0.38356719121666105,Indiana
18,NA,NA,NA,2018,NA,0.3127941417848257,4.013098039215686,0.01540684627865346,0.32820098806347914,Indiana
19,NA,NA,NA,2006,NA,0.4347151772969292,3.925,0,0.4347151772969292,Iowa
19,NA,NA,NA,2008,NA,0.43409159409968534,4.205015155690273,0,0.43409159409968534,Iowa
19,NA,NA,NA,2010,NA,0.39152257141883584,4.284938579312801,0.03278814302056833,0.42431071443940416,Iowa
19,NA,NA,NA,2014,NA,0.42151927288157454,4.092408163265306,0.03278814302056833,0.45430741590214285,Iowa
19,NA,NA,NA,2018,NA,0.3160191292844787,4.017148633054825,0.03278814302056833,0.348807272305047,Iowa
20,NA,NA,NA,2004,NA,0.41955508251808343,NA,0.18607351392388105,0.6056285964419645,Kansas
20,NA,NA,NA,2006,NA,0.4114354046314783,4.10982391102873,0.07442940556955242,0.48586481020103073,Kansas
20,NA,NA,NA,2010,NA,0.46142007969645527,4.254545454545454,0.13990078935522873,0.601320869051684,Kansas
20,NA,NA,NA,2014,NA,0.3782295092125893,4.252913752913753,0.03497519733880718,0.41320470655139646,Kansas
20,NA,NA,NA,2018,NA,0.2775604510647808,3.918690187939583,0.03497519733880718,0.31253564840358794,Kansas
21,NA,NA,NA,2004,NA,0.4720464937994625,NA,0.04949446354930736,0.5215409573487698,Kentucky
21,NA,NA,NA,2006,NA,0.501335625338253,4.00019425019425,0.02474723177465368,0.5260828571129067,Kentucky
21,NA,NA,NA,2008,NA,0.45906661981849783,4.106934731934732,0.09898892709861475,0.5580555469171126,Kentucky
21,NA,NA,NA,2010,NA,0.4236391406784081,4.056606990622336,0.13804953493412508,0.5616886756125332,Kentucky
21,NA,NA,NA,2014,NA,0.35812070054934436,4.105268899312752,0.1150412791117709,0.4731619796611153,Kentucky
21,NA,NA,NA,2018,NA,0.32305250295472177,3.9481292517006805,0.04601651164470836,0.36906901459943015,Kentucky
22,NA,NA,NA,2006,NA,0.4091750724210758,4.151666666666667,0,0.4091750724210758,Louisiana
22,NA,NA,NA,2010,NA,0.4054753677902232,4.148952920799873,0,0.4054753677902232,Louisiana
22,NA,NA,NA,2014,NA,0.3667983210156749,3.9988226059654632,0.02200593808233213,0.38880425909800703,Louisiana
22,NA,NA,NA,2018,NA,0.25794594733810855,3.769951264087725,0,0.25794594733810855,Louisiana
23,NA,NA,NA,2004,NA,0.3074348427448967,NA,0.07840941791200425,0.3858442606569009,Maine
23,NA,NA,NA,2006,NA,0.4562894005555851,4.387499999999999,0,0.4562894005555851,Maine
23,NA,NA,NA,2008,NA,0.40471908736702866,4.0944036178631995,0.313637671648017,0.7183567590150457,Maine
23,NA,NA,NA,2010,NA,0.3919100319953619,4.23888733575622,0.07532576510262759,0.46723579709798946,Maine
23,NA,NA,NA,2014,NA,0.3424084660491682,4.306547619047619,0,0.3424084660491682,Maine
23,NA,NA,NA,2018,NA,0.20209034585864577,4.019073847409221,0.07532576510262759,0.2774161109612734,Maine
24,NA,NA,NA,2006,NA,0.31480471750561745,3.917391304347826,0.15095379210077675,0.4657585096063942,Maryland
24,NA,NA,NA,2008,NA,0.31043426753819264,3.947728516694034,0.09434612006298547,0.4047803876011781,Maryland
24,NA,NA,NA,2010,NA,0.3283934222397903,3.922829673780244,0.05184945269446051,0.3802428749342508,Maryland
24,NA,NA,NA,2014,NA,0.25374141727758853,3.9718501611170782,0.0172831508981535,0.27102456817574205,Maryland
24,NA,NA,NA,2018,NA,0.20629259532417243,3.753798649664009,0.0172831508981535,0.22357574622232593,Maryland
25,NA,NA,NA,2006,NA,0.31957638389804377,3.8703738317757006,0.5508818910799473,0.8704582749779911,Massachusetts
25,NA,NA,NA,2010,NA,0.2958497135795132,4.071457467287894,0.4880091574918404,0.7838588710713535,Massachusetts
25,NA,NA,NA,2014,NA,0.24667129415094402,4.019293793355182,0.42700801280536027,0.6736793069563043,Massachusetts
25,NA,NA,NA,2018,NA,0.18008922361296892,3.8294675324914524,0.42700801280536027,0.6070972364183291,Massachusetts
26,NA,NA,NA,2006,NA,0.4388790579656126,4.081018518518519,0.22142350960087304,0.6603025675664856,Michigan
26,NA,NA,NA,2010,NA,0.43594914181674416,4.181913972286374,0.11136337728272144,0.5473125190994657,Michigan
26,NA,NA,NA,2014,NA,0.326603469520072,4.030208856025676,0.3442140752375027,0.6708175447575747,Michigan
26,NA,NA,NA,2018,NA,0.3057912475084546,3.8892314871496385,0.0809915471147065,0.3867827946231611,Michigan
27,NA,NA,NA,2006,NA,0.4099809717993001,3.9243335692380277,0.22393917974742916,0.6339201515467292,Minnesota
27,NA,NA,NA,2010,NA,0.41215847209392337,4.114373393316196,0.2071335280639568,0.6192920001578801,Minnesota
27,NA,NA,NA,2014,NA,0.31862199478599396,3.941574879227053,0.1129819243985219,0.43160391918451585,Minnesota
